PMCID,PMID,sec-title,sec-norm
PMC11183309,38895734,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11183319,38880926,"['1 EGFR突变可切除的NSCLC术后辅助治疗研究进展', '2 EGFR突变可切除的NSCLC新辅助治疗研究进展', '3 围手术期辅助EGFR-TKIs靶向治疗方案问题探讨']","[nan, nan, nan]"
PMC11183325,38894720,"['1 Introduction', '2 Methods', '3 Results', '4 Discussion', '5 Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","[nan, nan, nan, nan, nan, nan, nan, nan, 'background', nan, nan]"
PMC11183500,38895032,"['Introduction', 'Methods', 'Results', 'Discussion', 'Limitations and strengths', 'Conclusions', 'Data availability statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, 'conclusions', nan, nan, 'background', nan, nan]"
PMC11183506,38895657,"['1 Introduction', '2 Materials and methods', '3 Results', '4 Discussion', '5 Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', ""Publisher's note"", 'Supplementary material']","[nan, nan, nan, nan, nan, nan, nan, nan, 'background', nan, nan]"
PMC11183781,38895192,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', ""Publisher's note"", 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11183816,38895713,"['1 Introduction', '2 Materials and methods', '3 Results', '4 Discussion', '5 Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', ""Publisher's note"", 'Supplementary material']","[nan, nan, nan, nan, nan, nan, nan, nan, 'background', nan, nan]"
PMC11183912,38887184,"['ABSTRACTS', 'IMPACT OF METABOLIC SYNDROME ON LOWER EXTREMITY OUTCOMES IN PATIENTS WITH END STAGE RENAL DISEASE', 'ORAL VERSUS INTRAVENOUS ANTIBIOTICS FOR TREATMENT OF RESIDUAL INFECTION FOLLOWING AMPUTATION IN THE DIABETIC FOOT', 'THE FIRST COMPARATIVE ANALYSIS OF PATIENT‐REPORTED OUTCOMES FOLLOWING BELOW‐KNEE VERSUS ABOVE‐KNEE AMPUTATION IN HIGH‐RISK LIMB SALVAGE PATIENTS', 'ABSTRACT POSTERS', 'A COMPARATIVE ANALYSIS OF PATIENT REPORTED OUTCOMES IN NONTRAUMATIC BELOW‐KNEE AMPUTATION WITH AND WITHOUT TIBIOFIBULAR SYNOSTOSIS (ERTL)', 'A COMPARATIVE ANALYSIS OF PATIENT‐REPORTED OUTCOMES FOLLOWING FREE TISSUE TRANSFER, PARTIAL FOOT AMPUTATION, AND BELOW‐KNEE AMPUTATION IN HIGH‐RISK LIMB SALVAGE PATIENTS', 'A NATIONWIDE VETERANS HEALTH ADMINISTRATION OBSERVATIONAL COHORT STUDY COMPARING THE RATE OF LOWER EXTREMITY AMPUTATIONS IN VETERANS HOSPITALIZED WITH AND WITHOUT', 'A RETROSPECTIVE COHORT REVIEW OF DEEP AND SUPERFICIAL DÉBRIDEMENT TECHNIQUES FOR LOWER EXTREMITY SPLIT THICKNESS SKIN GRAFTING', '*APPLICATION OF EXTRACORPOREAL CIRCULATION COMPRESSION PERFUSION IN THE TREATMENT OF DIABETIC FOOT: A RETROSPECTIVE CROSS‐SECTIONAL STUDY', 'ARTHRODESIS TO MAXIMIZE THE FUNCTIONALITY OF THE VERTICAL CONTOUR CALCANECTOMY: A NOVEL CONSIDERATION', 'ASEPTICALLY PROCESSED HUMAN RETICULAR ACELLULAR DERMAL MATRIX CAN SUPPORT LIMB PRESERVATION IN PATIENTS WITH LARGE TISSUE DEFECTS WITH LATE STAGE DERMATOPOROSIS', '*CAREGIVER FATIGUE OF LOWER EXTREMITY AMPUTEES', 'COMPARATIVE OUTCOMES OF TWO CELLULAR TISSUE‐BASED PRODUCTS IN GUILLOTINE TRANSMETATARSAL AMPUTATION: A RETROSPECTIVE STUDY IN', 'DIABETIC NEUROPATHY AND FUNCTIONAL GAIT CHALLENGES: EXPLORING GAIT DIFFERENCES IN PATIENTS WITH AND WITHOUT PERIPHERAL NEUROPATHY WITHIN A DIABETIC POPULATION', 'DOES LENGTH OF STAY IMPACT PATIENT‐REPORTED OUTCOMES MEASURES IN NON‐TRAUMATIC LIMB SALVAGE PATIENTS UNDERGOING FREE FLAPS?', '*DR.', 'EVALUATING FUNCTIONALITY OF MULTIPLE LEVELS OF NON‐TRAUMATIC AMPUTATION THROUGH KINEMATIC GAIT PARAMETERS', 'EVOLUTION OF DIABETIC WOUND FROM BENIGN TO MALIGNANT', '*FACTORS INFLUENCING PATIENT‐INITIATED COMMUNICATION IN BELOW‐KNEE AMPUTATION FOR DIABETIC CHRONIC LOWER EXTREMITY WOUNDS: A PRELIMINARY ANALYSIS OF 88 CASES', 'FILLET FLAP COVERAGE FOR CLOSURE OF DIABETIC FOOT AMPUTATIONS: A RETROSPECTIVE REVIEW OF 70 PATIENTS', 'GAIT PARAMETERS FOLLOWING NON‐TRAUMATIC MINOR AND MAJOR AMPUTATIONS: A COMPARATIVE ANALYSIS FOR FUNCTIONAL LIMB SALVAGE', 'HINDFOOT ALIGNMENT EFFECT ON MIDFOOT CHARCOT RECONSTRUCTION OUTCOMES', '*HYPOTHERMIC STORAGE PRESERVES NATIVE TISSUE CHARACTERISTICS AND FUNCTIONS AS A PROTECTIVE BARRIER AND SCAFFOLD', 'IMMEDIATE AMBULATION AFTER MAJOR LOWER EXTREMITY AMPUTATION USING AN EXTERNAL FIXATOR DESIGN IMMEDIATE POSTOPERATIVE PROSTHESIS', 'IMMEDIATE VERSUS DELAYED SKIN GRAFTING OF FREE MUSCLE FLAPS FOR LIMB SALVAGE: DOES TIMING MATTER?', 'IMPACT OF POSTOPERATIVE LENGTH OF STAY ON PATIENT‐REPORTED OUTCOMES AFTER NON‐TRAUMATIC BELOW‐KNEE AMPUTATION', '*IMPACT OF TREATMENT WITH HIGH CONCENTRATION CAPSAICIN (8%) TOPICAL SYSTEM ON SENSORY TESTING IN PATIENTS LIVING WITH PAINFUL DIABETIC PERIPHERAL NEUROPATHY OF THE FEET: A POST‐HOC ANALYSIS OF THE', 'IMPLEMENTING A MULTIDISCIPLINARY LIMB SALVAGE TEAM APPROACH TO REDUCE SPLIT‐THICKNESS SKIN GRAFT FAILURE FOR NON‐HEALING LOWER EXTREMITY WOUNDS', 'LIMB SALVAGE USING THE REVERSE PERONEUS BREVIS MUSLCE FLAP IN MULTI‐MORBID PATIENTS WITH FOOT & ANKLE SOFT TISSUE DEFECTS', '*MANAGEMENT OF WOUNDS WITH A COLLAGEN WOUND MATRIX ANTIMICROBIAL BARRIER TO SUPPORT INTRINSIC WOUND HEALING AND PREVENTION OF BIOBURDEN REFORMATION', 'NO‐INCISION FLOATING DISTAL METATARSAL METAPHYEAL OSTEOTOMY TECHNIQUE: A CASE SERIES', '*PRECLINICAL, EASE OF USE, AND INITIAL CLINICAL ASSESSMENTS OF A LONGER‐WEAR, PEEL AND PLACE NEGATIVE PRESSURE WOUND THERAPY (', 'QUALITATIVE AND QUANTITATIVE PERCEIVED BARRIERS TO LOWER EXTREMITY WOUND CARE AMONG UNDERSERVED POPULATIONS WITH DIABETES IN URBAN AREAS', '*REFINING AND EXPANDING FREE TISSUE TRANSFER FOR THE COMORBID, CHRONIC WOUND POPULATION: ANALYSING MULTIPLEX SURGICAL CARE IN 300 LOWER EXTREMITY FREE FLAPS', 'RISK FACTORS FOR EVENTUAL LIMB LOSS FOLLOWING FREE TISSUE TRANSFER IN PATIENTS WITH PERIPHERAL VASCULAR DISEASE—LONG TERM FOLLOW UP', 'RISK FACTORS FOR LIMB LOSS FOLLOWING FREE TISSUE TRANSFER IN THE COMORBID POPULATION: LONG‐TERM OUTCOMES IN 300 PATIENTS', 'SAFETY AND EFFICACY OF CONTINUOUS DIFFUSION OF OXYGEN FOR SURGICALLY CLOSED WOUNDS IN PATIENTS WITH DIABETES AND', 'SINGLE DOSE RADIATION AS AN ADJUNCTIVE THERAPY WITH SURGICAL RESECTION FOR PATIENTS WITH SYMPTOMATIC HETEROTROPHIC OSSIFICATION POST AMPUTATION; A CASE REPORT', 'SOCIOECONOMIC AND RACIAL DISPARITIES IN LIMB SALVAGE FOR PATIENTS WITH DIABETIC LOWER EXTREMITY WOUNDS', 'SPLIT‐THICKNESS SKIN GRAFT OUTCOMES IN NONTRAUMATIC LOWER EXTREMITY WOUNDS: DOES LOCATION MATTER?', '*THE ECONOMIC IMPACT OF REDUCING HOSPITALIZATIONS AND AMPUTATIONS IN PATIENTS WITH DIABETIC FOOT ULCERS', '*THE IMPACT OF A PROPHYLACTIC TENDO‐ACHILLES LENGTHENING WITH TRANSMETATARSAL AMPUTATION: A MATCHED COHORT STUDY', 'THE USE OF DERMAL REGENERATION MATRIX FOR SHORT AND LONG‐TERM LIMB SALVAGE: A COMPARATIVE STUDY OF 402 WOUNDS', 'THE UTILITY OF NEGATIVE PREOPERATIVE CULTURES IN LOWER EXTREMITY SPLIT‐THICKNESS SKIN GRAFT OUTCOMES', 'THOUGHTFUL OUTFLOW USING A “VASCULOPLASTIC APPROACH”: THE IMPORTANCE OF PREOPERATIVE VENOUS TESTING IN PLANNING FOR LOWER EXTREMITY FREE TISSUE TRANSFER', 'TWIST, TURNS, AND TIBIAS: NAVIGATING TIBIAL AND FIBULAR MALUNION WITH ANKLE VARUS – A DECADE DEFERRED', 'USE OF NOVEL CUSTOM OFFLOADING ANKLE FOOT ORTHOSES IN THE REDUCTION OF DIABETIC FOOT ULCERATIONS', 'UTILIZING COMPUTER ASSISTED GAIT ANALYSIS (', 'A NEW STANDARD OF CARE FOR DIABETIC PARTIAL FOOT AMPUTATION WOUND CLOSURE?']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
PMC11183923,38895549,"['INTRODUCTION', 'METHODS', 'RESULTS', 'RISK FACTORS OF SUICIDE IDEATION', 'DISCUSSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'TRANSPARENCY STATEMENT', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', nan, 'conclusions', nan, nan, nan, nan, nan]"
PMC11183927,38895100,"['Introduction', 'Methods', 'Results', 'Discussion', 'Supporting information']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11183942,38895579,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'Supporting information', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, nan]"
PMC11184063,38895620,"['Introduction', 'Materials and methods', 'Animals', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material', 'Abbreviations']","['background', 'methods', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan, 'background']"
PMC11184065,38894868,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11184128,38895733,"['Author contributions', 'Conflict of interest', 'Publisher’s note']","[nan, 'background', nan]"
PMC11184133,38895610,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', 'methods', 'results', 'conclusions', nan, nan, 'background', nan]"
PMC11184146,38895115,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11184148,38895662,"['Introduction', 'Structure, functions, and biochemical composition of leaves', 'Beneficial health effects of popular and exotic fruit plant leaves', 'Possible applications of leaves in the food industry', 'Conclusion', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', nan, nan, nan, 'conclusions', nan, 'background', nan]"
PMC11184531,38894799,"['Introduction', 'Case presentation', 'Discussion', 'Conclusions']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11184554,38757505,"['Results', 'Discussion', 'Conclusions', 'Methods', 'Supplementary Material']","['results', 'conclusions', 'conclusions', 'methods', nan]"
PMC11184556,38252413,"['Introduction', 'Materials and Methods', 'Results and Discussion', 'Conclusions', 'Supplementary Material']","['background', 'methods', 'conclusions', 'conclusions', nan]"
PMC11184570,38888254,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSIONS', 'AUTHOR CONTRIBUTIONS', 'FUNDING INFORMATION', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'Supporting information', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, nan, nan, nan]"
PMC11184573,38888203,"['INTRODUCTION', 'MATERIALS AND METHODS', 'DISCUSSION', 'CONCLUSION', 'AUTHOR CONTRIBUTIONS', 'FUNDING INFORMATION', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'Supporting information', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'conclusions', 'conclusions', nan, nan, nan, nan, nan, nan]"
PMC11184630,38894760,"['Introduction', 'Case presentation', 'Discussion', 'Conclusions']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11184636,38894821,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion', 'Data availability']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan]"
PMC11184652,38888351,"['INTRODUCTION', 'MATERIAL AND METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, nan]"
PMC11184699,38886732,"['To the Editorial Board,']",[nan]
PMC11184721,38886845,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusions', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11184738,38886663,['Objective'],['objective']
PMC11184769,38886738,"['Background', 'Conclusion']","['background', 'conclusions']"
PMC11184777,38886648,"['Background', 'Results', 'Discussion', 'Conclusions', 'Methods', 'Electronic supplementary material']","['background', 'results', 'conclusions', 'conclusions', 'methods', 'background']"
PMC11184783,38886764,"['Purpose and objectives', 'Methods', 'Results', 'Treatment delivery', 'Discussion', 'Supplementary Information']","['objective', 'methods', 'results', nan, 'conclusions', 'background']"
PMC11184794,38890714,"['Background', 'Methods', 'Results', 'Discussion', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11184823,38886657,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11184832,38886788,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11184835,38886678,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11184836,38886790,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11184857,38886815,"['Introduction', 'Methods', 'Discussion', 'Electronic supplementary material']","['background', 'methods', 'conclusions', 'background']"
PMC11184858,38886812,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11184863,38886690,"['Background', 'Methods', 'Results', 'Discussion']","['background', 'methods', 'results', 'conclusions']"
PMC11184868,38886767,"['Background', 'Stem-cell derived ECs', 'Adult progenitor cell-derived ECs', 'Primary ECs', 'Other cell-derived ECs', 'Conclusion and future perspectives']","['background', nan, nan, nan, nan, nan]"
PMC11184888,38886706,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusions', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11184909,38894764,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11184923,38886711,"['Introduction', 'Part 1 – quantitative study', 'Part 2 – qualitative study', 'Results', 'Discussion', 'Conclusion', 'Electronic supplementary material']","['background', nan, nan, 'results', 'conclusions', 'conclusions', 'background']"
PMC11184934,38888462,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, nan]"
PMC11184945,38894729,"['1 Introduction', '2 Results and discussion', '3 Conclusion', '4 Materials and methods', 'Data availability statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","[nan, nan, nan, nan, nan, nan, 'background', nan]"
PMC11184972,38894958,"['INTRODUCTION', 'RESULTS', 'DISCUSSION', 'METHODS', 'SUPPLEMENTARY MATERIAL', 'AUTHOR DECLARATIONS', 'DATA AVAILABILITY']","['background', 'results', 'conclusions', 'methods', nan, nan, nan]"
PMC11185054,38808821,['EDITORIAL'],[nan]
PMC11185055,38747884,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSION']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11185062,38716915,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSION']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11185081,38895510,"['Introduction', 'Materials and methods', 'Results', 'Discussion and conclusions', 'Ethical approval', 'Author’s contribution', 'Disclosure statement', 'Data availability statement']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, nan]"
PMC11185089,38888991,"['Introduction', 'Methods', 'Results', 'Discussion', 'Author contributions', 'Collaborators', 'Supplementary Material', 'Funding', 'Disclosure', 'Supplementary material', 'Data availability']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', 'background', nan, nan]"
PMC11185097,38894941,"['Introduction', 'Pathogenic mechanisms', 'Treatments', 'Discussion', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', nan, 'methods', 'conclusions', nan, 'background', nan]"
PMC11185148,38888546,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Funding', 'Conflict of interest', 'Data availability statement', 'Authors contribution statement', 'Ethics approval', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'background', 'background', nan, nan, nan, nan]"
PMC11185150,38808828,['TO THE EDITOR:'],[nan]
PMC11185191,38842168,"['Introduction', 'Methods', 'Results', 'Discussion', 'supplementary material']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11185216,38895495,"['Introduction', 'Feminist debates on categories: gender, sexuality and intersectionality', 'How to capture these categories in surveys', 'The consequences of limiting sociodemographic variables: the case of the European values study', 'Proposal of sociodemographic questions that include the categories of sex, gender and sexual orientation', 'Discussion and conclusion', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', nan, nan, nan, nan, 'conclusions', nan, 'background', nan]"
PMC11185223,38889090,"['INTRODUCTION', 'MATERIAL AND METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, nan]"
PMC11185444,38889120,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11185453,38889113,"['Introduction', 'Materials and methods', 'Results and discussion', 'Conclusions', 'Supporting information']","['background', 'methods', 'conclusions', 'conclusions', nan]"
PMC11185456,38889177,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion and recommendations']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11185459,38843301,"['Introduction', 'Results', 'Supporting information']","['background', 'results', nan]"
PMC11185468,38889117,"['Introduction', 'Materials and methods', 'Results & discussion', 'Conclusion', 'Supporting information']","['background', 'methods', 'conclusions', 'conclusions', nan]"
PMC11185477,38889132,"['1. Introduction', '2. Data and methods', '3. Results', '4. Discussion', '5. Conclusions', 'Supporting information']","[nan, nan, nan, nan, nan, nan]"
PMC11185484,38889168,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions', 'Supporting information']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan]"
PMC11185502,38843312,"['Introduction', 'Results', 'Discussion', 'Material and methods', 'Supporting information']","['background', 'results', 'conclusions', 'methods', nan]"
PMC11185601,38895222,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Supplementary Material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan]"
PMC11185621,38895443,"['Introduction', 'Materials and Methods', 'Results', 'Discussion', 'Supplementary Material']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11185631,38895262,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion:']","['background', 'methods', 'results', 'conclusions', nan]"
PMC11185667,38894808,"['Introduction', 'Case presentation', 'Discussion', 'Conclusions']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11185683,38895272,"['Introduction', 'Results', 'Discussion', 'Materials and methods']","['background', 'results', 'conclusions', 'methods']"
PMC11185788,38895215,"['Introduction', 'Materials and Methods', 'Results', 'Discussion', 'Conclusion']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11185903,38833294,"['Introduction', 'Methods', 'Results', 'Discussion']","['background', 'methods', 'results', 'conclusions']"
PMC11185905,38833695,"['Introduction', 'Methods', 'Results', 'Discussion']","['background', 'methods', 'results', 'conclusions']"
PMC11185910,38833292,"['Introduction', 'Methods', 'Results', 'Discussion']","['background', 'methods', 'results', 'conclusions']"
PMC11185932,38899231,"['Introduction', 'Case presentation', 'Discussion', 'Conclusions']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11185935,38898888,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11185942,38899050,"['INTRODUCTION', 'MATERIALS AND METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSIONS', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, nan]"
PMC11185988,38888924,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11186010,38903198,"['Introduction', 'Methods', 'Results and Discussion', 'Concluding Remarks', 'Supplementary Material']","['background', 'methods', 'conclusions', 'conclusions', nan]"
PMC11186014,38471975,"['Introduction', 'Results and Discussion', 'Conclusions', 'Computational Details', 'Supplementary Material']","['background', 'conclusions', 'conclusions', nan, nan]"
PMC11186051,38569519,"['Introduction', 'Results', 'Discussion', 'Conclusion', 'Experimental Section', 'Conflict of interest', 'Author Contributions', 'Supporting information', 'Data Availability Statement']","['background', 'results', 'conclusions', 'conclusions', nan, 'background', nan, nan, nan]"
PMC11186059,38582511,"['Introduction', 'Results', 'Conclusion', 'Conflict of Interest', 'Author Contributions', 'Supporting information', 'Data Availability Statement']","['background', 'results', 'conclusions', 'background', nan, nan, nan]"
PMC11186062,38890601,"['Introduction', 'Methods', 'Results', 'Discussion', 'Limitations', 'Conclusion', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'conclusions', 'background']"
PMC11186063,38898495,"['Background', 'Case presentation', 'Discussion and conclusions', 'Electronic supplementary material']","['background', 'methods', 'conclusions', 'background']"
PMC11186087,38898537,"['Background', 'Methods', 'Discussion', 'Supplementary Information']","['background', 'methods', 'conclusions', 'background']"
PMC11186094,38890613,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11186101,38898386,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11186108,37084718,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan]"
PMC11186130,38890748,"['Background', 'Methods', 'Results', 'Discussion', 'Strengths and limitations', 'Conclusions', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', nan, 'conclusions', 'background']"
PMC11186134,38898466,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11186145,38898483,"['Background', 'Main text', 'Conclusions']","['background', nan, 'conclusions']"
PMC11186148,38898528,"['Introduction', 'Method and experiment', 'Results and discussion', 'Conclusion', 'Supplementary Information']","['background', nan, 'conclusions', 'conclusions', 'background']"
PMC11186153,38898433,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Recommendations', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'conclusions', 'background']"
PMC11186159,38890675,"['Introduction', 'Methods', 'Results', 'Discussions']","['background', 'methods', 'results', 'conclusions']"
PMC11186162,38898470,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11186166,38890670,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11186168,38890641,"['Introduction', 'Methods', 'Results', 'Discussion', 'Availability of data and materials', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', nan, 'background']"
PMC11186171,38890563,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11186202,38890565,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11186210,38899242,"['Introduction and background', 'Review', 'Conclusions']","['background', 'methods', 'conclusions']"
PMC11186226,38898436,"['Background', 'Methods and material', 'Results', 'Discussion', 'Strengths and limitations', 'Conclusions']","['background', 'methods', 'results', 'conclusions', nan, 'conclusions']"
PMC11186234,38898510,['Supplementary Information'],['background']
PMC11186248,38890662,"['Background', 'Methods', 'Results', 'Discussion', 'Strengths/limitations', 'Conclusion']","['background', 'methods', 'results', 'conclusions', nan, 'conclusions']"
